distances,distance_mean,minor_events,instability_x_current,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[-170446.75  -173039.75  -173365.125 -174427.875 -173212.5   -173885.875
 -174938.875 -175868.875 -174438.    -174465.875 -172890.5   -175897.375
 -174699.5   -174893.5   -172714.5  ]",-173945.65833333333,15.0,27294546.0,"[1299.0638 1253.9248 1237.2126 1252.8861 1280.331  1300.1472 1326.9998
 1347.8352 1378.7695 1387.3567 1401.1685 1417.6171 1431.4797 1462.9779
 1488.2115]",1351.0656,31.498169,25.233643,"[0.18445848 0.18445848 0.18445848 0.18445848 0.18445848 0.18445848
 0.19105986 0.19105986 0.19105986 0.19105986 0.19105986 0.19105986
 0.19105986 0.19105986 0.19105986]",0.1884193,"[1.3281118 1.3281118 1.3281118 1.3281118 1.3281118 1.3281118 1.3522671
 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671
 1.3522671]",1.3426049,"[1826333.5 1822825.  1822499.6 1821436.9 1821736.6 1821063.2 1819140.5
 1817295.  1818725.9 1817782.4 1819357.8 1816350.9 1816679.  1815569.5
 1817748.5]",27294544.25,97824,1,807,328.125,-1109.5,2179.0,3288.5,1817748.5,1819140.5,1817295.0,1821063.2,1819636.1,14.321,-5.723465,-5.605059305826823,-5.517032146453857,-4.2569427
"[-173885.875 -174938.875 -175868.875 -174438.    -174465.875 -172890.5
 -175897.375 -174699.5   -174893.5   -172714.5   -172025.    -172793.125
 -173603.5   -175231.125 -171868.25 ]",-174014.25833333333,16.0,29077682.0,"[1300.1472 1326.9998 1347.8352 1378.7695 1387.3567 1401.1685 1417.6171
 1431.4797 1462.9779 1488.2115 1513.3772 1546.9545 1564.2686 1560.0492
 1589.6798]",1447.7928,-4.2193604,29.630615,"[0.18445848 0.19105986 0.19105986 0.19105986 0.19105986 0.19105986
 0.19105986 0.19105986 0.19105986 0.19105986 0.19105986 0.19105986
 0.19105986 0.19105986 0.21086137]",0.19193986,"[1.3281118 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671
 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671 1.3522671
 1.3673042]",1.3516592,"[1821063.2 1819140.5 1817295.  1818725.9 1817782.4 1819357.8 1816350.9
 1816679.  1815569.5 1817748.5 1817568.1 1816800.  1815989.6 1813446.5
 1816809.4]",27260326.25,97824,1,808,-810.375,-2543.125,3362.875,5906.0,1816809.4,1816350.9,1816679.0,1819357.8,1817355.1,14.326,-7.4758916,-6.440675099690755,-5.5652666091918945,-5.68581
"[-172793.125 -173603.5   -175231.125 -171868.25  -172849.375 -172632.
 -170703.5   -169703.75  -167693.625 -166024.25  -163032.    -160680.375
 -157928.875 -153802.125 -150244.75 ]",-166586.04166666666,17.0,30937892.0,"[1546.9545 1564.2686 1560.0492 1589.6798 1572.7444 1265.6841 1266.2535
 1275.6746 1301.342  1327.4738 1347.4723 1373.5814 1372.2799 1364.7781
 1354.4707]",1405.5137,-7.501831,-10.307373,"[0.19105986 0.19105986 0.19105986 0.21086137 0.21086137 0.21086137
 0.21086137 0.21086137 0.21086137 0.21086137 0.21086137 0.21086137
 0.21086137 0.21086137 0.21086137]",0.20690109,"[1.3522671 1.3522671 1.3522671 1.3673042 1.3673042 1.3673042 1.3673042
 1.3673042 1.3673042 1.3673042 1.3673042 1.3673042 1.3673042 1.3673042
 1.3673042]",1.3642966,"[1816800.  1815989.6 1813446.5 1816809.4 1814912.8 1814260.2 1816188.8
 1817188.5 1818283.1 1819952.5 1822029.1 1823511.  1826262.5 1829473.8
 1833031.1]",27298138.875,97824,1,809,2751.5,3211.25,3557.375,346.125,1833031.1,1816188.8,1817188.5,1814260.2,1819876.0,14.337,-2.3892188,-3.4115511576334634,-5.538690567016602,-6.5988455
"[-138846.    -136784.375 -132733.25  -136023.5   -135178.    -136858.125
 -133508.125 -132336.625 -132993.375 -128822.875 -128538.25  -128367.375
 -121328.125 -118503.75  -117008.375]",-130522.00833333333,18.0,33081716.0,"[1335.7349 1378.2864 1384.0118 1393.1116 1356.1405 1195.2788 1199.4729
 1219.7256 1246.7941 1257.3636 1222.9167 1173.4912 1150.0898 1146.19
 1112.4727]",1251.4054,-3.8999023,-33.717285,"[0.21563472 0.21563472 0.21563472 0.21563472 0.21563472 0.23770016
 0.23770016 0.23770016 0.23770016 0.23770016 0.23770016 0.23770016
 0.23770016 0.23770016 0.23770016]",0.23034504,"[1.3957032 1.3957032 1.3957032 1.3957032 1.3957032 1.4317619 1.4317619
 1.4317619 1.4317619 1.4317619 1.4317619 1.4317619 1.4317619 1.4317619
 1.4317619]",1.4197425,"[1832710.8 1833902.6 1837953.8 1834663.5 1834593.4 1831997.8 1835347.8
 1835649.5 1834992.8 1839163.2 1838532.2 1838703.1 1844826.9 1846781.4
 1848276.8]",27568095.375,97824,1,810,6123.75,1954.5,1495.375,-459.125,1848276.8,1835347.8,1835649.5,1831997.8,1837873.1,14.377,-2.6651294,-3.022679328918457,-4.512609958648682,-5.5225315
"[-128822.875 -128538.25  -128367.375 -121328.125 -118503.75  -117008.375
 -117655.25  -116186.5   -114709.5   -110155.25  -109364.75  -109439.875
 -108797.75  -109590.875 -106468.25 ]",-116329.11666666667,19.0,35112828.0,"[1257.3636  1222.9167  1173.4912  1150.0898  1146.19    1112.4727
 1086.1395  1075.9965  1046.4976  1059.1387  1015.5396   949.9882
  961.48737  974.1335   964.7783 ]",1079.7483,12.646118,-9.355164,"[0.23770016 0.23770016 0.23770016 0.23770016 0.23770016 0.23770016
 0.23770016 0.23770016 0.23770016 0.23770016 0.23774622 0.23774622
 0.23774622 0.23774622 0.23774622]",0.23771553,"[1.4317619 1.4317619 1.4317619 1.4317619 1.4317619 1.4317619 1.4317619
 1.4317619 1.4317619 1.4317619 1.3960896 1.3960896 1.3960896 1.3960896
 1.3960896]",1.4198711,"[1839163.2 1838532.2 1838703.1 1844826.9 1846781.4 1848276.8 1846714.4
 1848183.1 1849660.1 1853298.9 1853219.5 1853144.4 1852871.  1852077.9
 1855200.5]",27720653.375,97824,1,811,-273.375,-793.125,3122.625,3915.75,1855200.5,1846714.4,1848183.1,1848276.8,1848043.6,14.386,-2.9030519,-2.6266969045003257,-2.92521071434021,-3.978367
"[-105024.    -105408.375 -103161.    -104513.625 -105025.625 -105687.625
 -101178.    -101149.75  -105629.5   -105173.125 -105030.5   -103532.125
 -102060.5    -98732.75   -97161.   ]",-103231.16666666667,20.0,37059430.0,"[ 990.71423 1002.4525  1030.2717  1053.4539  1056.0308  1052.3605
 1042.3344  1077.9618  1113.3346  1109.6437  1112.3705  1122.4589
 1137.7611  1147.4142  1171.8065 ]",1081.3579,9.653076,24.392334,"[0.23774622 0.23774622 0.23774622 0.23774622 0.23774622 0.24407761
 0.24407761 0.24407761 0.24407761 0.24407761 0.24407761 0.24407761
 0.24407761 0.24407761 0.24407761]",0.24196719,"[1.3960896 1.3960896 1.3960896 1.3960896 1.3960896 1.4174843 1.4174843
 1.4174843 1.4174843 1.4174843 1.4174843 1.4174843 1.4174843 1.4174843
 1.4174843]",1.4103527,"[1853943.9 1853559.5 1854891.2 1853538.6 1853026.6 1851494.9 1855089.
 1855117.2 1849721.9 1850178.2 1850320.9 1850949.5 1852421.1 1854833.4
 1855489.5]",27794575.5,97824,1,812,1471.625,2412.25,656.125,-1756.125,1855489.5,1855089.0,1855117.2,1851494.9,1852971.9,14.404,-4.136316,-4.414336204528809,-3.5670857429504395,-3.5788312
"[ -98732.75   -97161.     -99286.125  -95382.25   -96555.75   -97781.875
  -99533.75   -99253.    -101626.375 -102415.    -103020.25  -101546.5
 -100498.625 -102719.125  -97604.   ]",-99541.09166666666,21.0,38867750.0,"[1147.4142 1171.8065 1191.3369 1222.235  1239.2968 1251.4586 1284.9202
 1286.8905 1306.0828 1308.6176 1285.4515 1282.9258 1279.3623 1122.4009
 1102.2515]",1232.1635,-156.96143,-20.149414,"[0.24407761 0.24407761 0.24407761 0.24407761 0.24407761 0.24407761
 0.25578937 0.25578937 0.25578937 0.25578937 0.25578937 0.25578937
 0.25578937 0.25578937 0.25578937]",0.25110462,"[1.4174843 1.4174843 1.4174843 1.4174843 1.4174843 1.4174843 1.4394702
 1.4394702 1.4394702 1.4394702 1.4394702 1.4394702 1.4394702 1.4394702
 1.4394702]",1.4306759,"[1854833.4 1855489.5 1853364.4 1856398.5 1855225.  1853998.9 1851331.5
 1850696.6 1848323.2 1846664.9 1846059.6 1847533.4 1847665.6 1845445.1
 1849644.8]",27762674.375,97824,1,813,132.25,-2220.5,4199.625,6420.125,1849644.8,1851331.5,1850696.6,1853998.9,1850845.1,14.417,-5.6098337,-5.303933779398601,-4.494198799133301,-4.5741725
"[ 194613.875  159534.125  118208.      70002.25    32874.375    -989.125
  -18063.875  -54206.625  -75461.25   -99193.625 -124610.125 -139053.375
 -154120.375 -124377.75  -112633.   ]",-21831.766666666666,32.0,61282184.0,"[226.82547 235.83826 242.84042 256.39865 296.8957  233.77777 297.03967
 276.40015 212.06432 233.50958 255.01382 201.0272  136.71103 146.94232
  93.09329]",222.9585,10.231293,-53.84903,"[0.26349655 0.26349655 0.26349655 0.26349655 0.13286118 0.13286118
 0.13286118 0.13286118 0.13286118 0.13286118 0.13286118 0.13286118
 0.13286118 0.13286118 0.13286118]",0.16769725,"[1.4607805 1.4607805 1.4607805 1.4607805 0.7633115 0.7633115 0.7633115
 0.7633115 0.7633115 0.7633115 0.7633115 0.7633115 0.7633115 0.7633115
 0.7633115]",0.9493032,"[2134675.5 2098726.  2057399.9 2009194.1 1971150.6 1936371.6 1919296.9
 1882284.4 1861029.8 1837297.4 1810965.2 1796522.  1780539.5 1809412.4
 1821157.1]",28726022.375,97824,1,814,-15982.5,28872.875,11744.75,-17128.125,1821157.1,1919296.9,1882284.4,1936371.6,1915068.2,14.447,-19.108349,-26.927571614583332,-20.412120819091797,2.2246308
"[-11011.   -10657.5   -9414.75  -9393.25  -8827.75  -9252.5  -10978.25
 -11553.25  -9268.25  -9827.75 -11589.25 -12925.25  -4832.    16973.75
  29662.75]",-5526.283333333334,0.0,0.0,"[563.6004  563.31354 563.35034 562.3332  566.542   568.1962  568.0948
 565.0551  563.1865  564.83453 558.9046  555.6509  558.2614  556.449
 545.749  ]",561.5681,-1.812439,-10.699951,"[0.27161196 0.27161196 0.27161196 0.27161196 0.27161196 0.27161196
 0.27161196 0.27161196 0.26945403 0.26945403 0.26945403 0.26945403
 0.26945403 0.26945403 0.26945403]",0.27060494,"[0.9447295 0.9447295 0.9447295 0.9447295 0.9447295 0.9447295 0.9447295
 0.9447295 0.9359853 0.9359853 0.9359853 0.9359853 0.9359853 0.9359853
 0.9359853]",0.940649,"[2954117.5 2954471.  2954806.  2953919.8 2954485.2 2953152.8 2951427.
 2950852.  2952229.2 2951669.8 2949053.8 2946810.  2954903.2 2975801.2
 2988490.2]",44346188.75,97830,1,815,8093.25,20898.0,12689.0,-8209.0,2988490.2,2951427.0,2950852.0,2953152.8,2956412.8,11.407,10.436254,1.554713249206543,-0.8875426650047302,-0.20060062
"[-18755.75 -20627.   -23872.75 -22518.25 -25048.5  -27387.5  -27155.75
 -29192.5  -32664.75 -32447.25 -34282.75 -39926.   -43809.   -45950.75
 -44373.  ]",-31200.766666666666,1.0,2915757.2,"[566.1005  568.4135  566.7093  570.58167 572.81793 570.0127  565.3955
 563.56616 563.7535  562.09485 564.8398  564.0327  558.1711  561.8022
 556.52185]",564.98755,3.6311035,-5.2803345,"[0.27685255 0.27685255 0.27685255 0.27685255 0.27685255 0.27685255
 0.27685255 0.27685255 0.27685255 0.27685255 0.27685255 0.27685255
 0.27685255 0.27685255 0.28775573]",0.27757943,"[0.93193924 0.93193924 0.93193924 0.93193924 0.93193924 0.93193924
 0.93193924 0.93193924 0.93193924 0.93193924 0.93193924 0.93193924
 0.93193924 0.93193924 0.97391593]",0.9347376,"[2931047.  2928321.5 2925075.8 2925522.5 2922084.2 2919745.2 2919069.2
 2917032.5 2913560.2 2912870.  2910126.8 2904483.5 2903377.2 2901235.5
 2902813.2]",43736364.5,97830,1,816,-1106.25,-2141.75,1577.75,3719.5,2902813.2,2919069.2,2917032.5,2919745.2,2915757.2,11.442,-2.8274088,-3.807644526163737,-3.4395434856414795,-3.338577
"[-67943.75 -67984.75 -70047.   -71720.25 -74903.25 -75985.75 -78504.25
 -78392.   -75462.   -44851.    -7996.      -80.5    7509.5   14059.75
  15667.  ]",-45108.95,2.0,5782645.0,"[517.2076  479.26736 489.0799  483.1909  469.18243 474.64035 469.82333
 471.19327 454.30353 439.9253  444.308   455.52905 462.7696  479.7979
 486.6816 ]",471.79337,17.02832,6.8836975,"[0.28709802 0.28709802 0.28709802 0.28709802 0.28709802 0.28709802
 0.28709802 0.28709802 0.28709802 0.28709802 0.28709802 0.28709802
 0.24402139 0.24402139 0.24402139]",0.27848265,"[0.99262726 0.99262726 0.99262726 0.99262726 0.99262726 0.99262726
 0.99262726 0.99262726 0.99262726 0.99262726 0.99262726 0.99262726
 0.84459585 0.84459585 0.84459585]",0.963021,"[2872033.5 2871084.8 2868114.8 2866441.5 2863258.5 2861268.2 2858749.8
 2857954.  2860029.8 2890640.8 2926588.  2934503.5 2942093.5 2947735.8
 2949343. ]",43369839.25,97830,1,817,7590.0,5642.25,1607.25,-4035.0,2949343.0,2858749.8,2857954.0,2861268.2,2891322.5,11.472,11.1263685,18.08510462443034,-3.026177406311035,-3.5824957
"[ -92730.25 -102363.25 -109035.75 -118449.5  -124966.75 -130299.75
 -143341.5  -151483.   -157910.   -165528.25 -171938.75 -157396.
 -140427.25 -125422.5  -110742.75]",-133469.01666666666,3.0,8368015.0,"[497.94614 497.1805  466.9482  487.8501  398.33972 450.0581  497.15732
 513.00745 525.31976 442.2649  386.141   507.61572 439.75806 438.71512
 451.94308]",466.683,-1.0429382,13.227966,"[0.28124702 0.28124702 0.28124702 0.28124702 0.28124702 0.28124702
 0.28124702 0.28124702 0.28124702 0.32594293 0.32594293 0.32594293
 0.32594293 0.32594293 0.32594293]",0.2991254,"[0.9172249 0.9172249 0.9172249 0.9172249 0.9172249 0.9172249 0.9172249
 0.9172249 0.9172249 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796
 1.0157796]",0.95664674,"[2832829.  2823196.  2816523.5 2806202.  2799684.8 2793444.  2779547.8
 2771406.2 2764071.5 2756453.2 2750042.8 2763677.8 2779738.8 2794743.5
 2808515.5]",41840076.25,97830,1,818,16061.0,15004.75,13772.0,-1232.75,2808515.5,2779547.8,2771406.2,2793444.0,2789338.5,11.502,7.606191,-3.973921457926432,-9.563796043395996,-8.690167
"[-158273.   -159544.75 -160814.25 -157358.25 -155905.   -151450.25
 -154257.5  -148751.   -151725.25 -149747.75 -150566.5  -143260.5
 -141232.5  -142309.   -138446.  ]",-150909.43333333332,0.0,0.0,"[ 971.5379 2756.6636 2250.732  2727.0781 2653.0735 1609.359  1553.9534
 2157.226  2460.8342 2527.2842 2580.324  2456.6506 2367.0469 2430.7908
 2349.3586]",2256.7942,63.743896,-81.43213,"[0.33654866 0.33654866 0.33654866 0.33654866 0.33654866 0.33654866
 0.33654866 0.33654866 0.33654866 0.33654866 0.33722186 0.33722186
 0.33722186 0.33722186 0.33722186]",0.3367731,"[1.0384974 1.0384974 1.0384974 1.0384974 1.0384974 1.0384974 1.0384974
 1.0384974 1.0384974 1.0384974 1.0731486 1.0731486 1.0731486 1.0731486
 1.0731486]",1.050048,"[3591727.  3590455.2 3589185.8 3592641.8 3594095.  3598549.8 3595742.5
 3601249.  3598274.8 3600252.2 3599433.5 3606739.5 3608767.5 3607691.
 3611554. ]",53986358.5,97835,1,819,2028.0,-1076.5,3863.0,4939.5,3611554.0,3595742.5,3601249.0,3598549.8,3599090.8,11.446,-1.1596193,-3.320136070251465,-4.079916477203369,-7.999386
"[-150566.5  -143260.5  -141232.5  -142309.   -138446.   -140402.
   -7946.75   -1164.5    15269.5    22977.     31784.     44369.
   53763.     55274.25   63617.5 ]",-38551.566666666666,1.0,3634008.0,"[2580.324  2456.6506 2367.0469 2430.7908 2349.3586 2229.5574 2452.4119
 2928.1113 2992.8574 2910.3716 2888.7297 2784.934  2676.5583 2597.7244
 2289.6086]",2595.669,-78.833984,-308.11572,"[0.33722186 0.33722186 0.33722186 0.33722186 0.33722186 0.33722186
 0.33722186 0.33722186 0.33722186 0.33722186 0.33722186 0.33722186
 0.33722186 0.33722186 0.32261643]",0.33624822,"[1.0731486 1.0731486 1.0731486 1.0731486 1.0731486 1.0731486 1.0731486
 1.0731486 1.0731486 1.0731486 1.0731486 1.0731486 1.0731486 1.0731486
 0.9530425]",1.0651416,"[3599433.5 3606739.5 3608767.5 3607691.  3611554.  3609598.  3614390.5
 3621172.8 3637606.8 3644398.8 3652290.2 3664875.2 3673410.8 3674922.
 3683265.2]",54510115.75,97835,1,820,8535.5,1511.25,8343.25,6832.0,3683265.2,3614390.5,3621172.8,3609598.0,3634008.0,11.456,14.575567,10.880221048990885,2.203028678894043,-1.5961437
"[ -8550.75  -2962.    -5431.25 -32191.75 -35404.75 -33353.   -33465.
 -42549.25 -42865.   -36368.25 -25945.75 -19802.   -16566.25 -14988.
 -10486.75]",-24061.983333333334,0.0,0.0,"[1657.1843 1685.5803 1715.0542 1747.3579 1766.3341 1724.944  1731.4158
 1738.0422 1751.8523 1742.9093 1729.851  1646.2838 1762.4915 1749.3453
 1736.0264]",1725.645,-13.146118,-13.31897,"[0.3330664  0.35988465 0.35988465 0.35988465 0.35988465 0.35988465
 0.35988465 0.35988465 0.35988465 0.35988465 0.35988465 0.35988465
 0.35988465 0.35988465 0.35988465]",0.3580968,"[1.027645  1.0158675 1.0158675 1.0158675 1.0158675 1.0158675 1.0158675
 1.0158675 1.0158675 1.0158675 1.0158675 1.0158675 1.0158675 1.0158675
 1.0158675]",1.0166526,"[3302661.8 3308250.5 3305781.2 3297924.2 3294711.2 3295908.5 3294888.8
 3285804.5 3285488.8 3291077.8 3301500.2 3306736.2 3309064.  3310642.2
 3314235.8]",49504675.75,97858,1,821,2327.75,1578.25,3593.5,2015.25,3314235.8,3294888.8,3285804.5,3295908.5,3300312.0,13.718,4.068668,2.1696181297302246,4.030590534210205,6.5595136
"[-31585.   -34053.   -31545.25 -28796.25 -28160.   -30923.   -38522.25
 -47248.25 -55689.75 -57335.25 -56903.5  -59899.5  -64290.5  -63077.75
 -58449.5 ]",-45765.25,1.0,3263727.8,"[1610.1287 1592.9103 1572.1675 1547.5787 1556.8462 1541.58   1523.0698
 1502.0674 1488.4453 1487.2032 1465.6936 1438.8489 1434.7788 1443.8947
 1420.7948]",1508.4006,9.115845,-23.099854,"[0.3796968  0.3796968  0.3796968  0.3796968  0.3796968  0.3796968
 0.37067392 0.37067392 0.37067392 0.37067392 0.37067392 0.37067392
 0.37067392 0.37067392 0.37067392]",0.37428313,"[1.0328605 1.0328605 1.0328605 1.0328605 1.0328605 1.0328605 1.0627531
 1.0627531 1.0627531 1.0627531 1.0627531 1.0627531 1.0627531 1.0627531
 1.0627531]",1.0507959,"[3281443.  3278975.  3280468.2 3282202.5 3282838.8 3279114.5 3271515.2
 3262789.2 3253333.2 3250673.2 3251105.  3247147.8 3242756.8 3243969.5
 3247583.2]",48955915.25,97858,1,822,-4391.0,1212.75,3613.75,2401.0,3247583.2,3271515.2,3262789.2,3279114.5,3263727.8,13.741,-1.139632,0.5273802677790324,2.160043716430664,4.456544
"[-129001.   -128956.75 -123330.75 -128073.   -128738.   -125528.75
 -125956.25 -127501.5  -122418.25 -121974.75 -122425.5  -122929.25
 -124194.   -125191.75 -121879.25]",-125206.58333333333,0.0,0.0,"[1182.4498 1168.1711 1190.979  1200.0813 1190.6366 1189.9275 1191.6084
 1194.2441 1193.8868 1196.3013 1204.5557 1193.0481 1198.7699 1211.5679
 1187.4087]",1192.9089,12.797974,-24.15918,"[0.27810523 0.27810523 0.27810523 0.27810523 0.28340948 0.28340948
 0.28340948 0.28340948 0.28340948 0.28340948 0.28340948 0.28340948
 0.28340948 0.28340948 0.28340948]",0.2819951,"[1.1377681 1.1377681 1.1377681 1.1377681 1.1723142 1.1723142 1.1723142
 1.1723142 1.1723142 1.1723142 1.1723142 1.1723142 1.1723142 1.1723142
 1.1723142]",1.1631017,"[2935575.8 2934692.2 2939448.8 2934706.5 2934041.5 2936323.  2935895.5
 2933480.8 2937636.2 2938079.8 2936759.2 2936255.5 2934990.8 2933065.5
 2936378. ]",44037329.0,97927,1,823,-1264.75,-1925.25,3312.5,5237.75,2936378.0,2935895.5,2933480.8,2936323.0,2935821.8,15.854,-2.6707926,-2.7226648330688477,-2.2935822010040283,-1.793413
"[-121664.5  -119631.5  -120366.25 -120018.25 -117678.   -118804.75
 -120106.25 -118807.   -118319.75 -118298.   -116262.5  -116672.75
 -115647.75 -113113.5  -110161.75]",-117703.5,1.0,2935587.2,"[1205.5985 1208.6191 1201.4062 1212.1434 1210.7888 1211.319  1212.1448
 1216.026  1204.6768 1200.9427 1211.9106 1227.2513 1216.2747 1230.8876
 1222.3403]",1212.8219,14.612915,-8.547241,"[0.28340948 0.27938485 0.27938485 0.27938485 0.27938485 0.27938485
 0.27938485 0.27938485 0.27938485 0.27938485 0.27938485 0.27938485
 0.27938485 0.27938485 0.27938485]",0.27965316,"[1.1723142 1.1743228 1.1743228 1.1743228 1.1743228 1.1743228 1.1743228
 1.1743228 1.1743228 1.1743228 1.1743228 1.1743228 1.1743228 1.1743228
 1.1743228]",1.174189,"[2934795.5 2936828.5 2935224.  2935572.  2936984.5 2934988.2 2933686.8
 2934058.2 2934545.5 2934567.2 2935733.  2934395.2 2935420.2 2937026.8
 2939978.5]",44033804.25,97927,1,824,1025.0,1606.5,2951.75,1345.25,2939978.5,2933686.8,2934058.2,2934988.2,2935587.2,15.871,-1.6331325,-1.647682825724284,-1.8853824138641357,-2.9893548
"[ -85806.    -89567.    -93611.75  -96077.25 -100078.   -102011.5
 -104724.25 -101825.5   -99775.75 -100538.75  -95105.25  -98024.25
  -97829.    -98698.5   -93129.75]",-97120.16666666667,0.0,0.0,"[3137.321  3111.558  3104.6104 3086.4512 3100.8647 3035.1875 3086.3682
 3055.3003 3156.0981 3195.1084 3177.3767 3181.     3154.9277 3201.899
 3224.9568]",3133.935,46.97119,23.057861,"[0.35729602 0.35729602 0.35729602 0.35729602 0.35729602 0.35729602
 0.35729602 0.35729602 0.35729602 0.35729602 0.35729602 0.3634276
 0.3634276  0.3634276  0.3634276 ]",0.3589311,"[1.0997503 1.0997503 1.0997503 1.0997503 1.0997503 1.0997503 1.0997503
 1.0997503 1.0997503 1.0997503 1.0997503 1.1230869 1.1230869 1.1230869
 1.1230869]",1.1059735,"[3584288.2 3579599.5 3575554.8 3572219.5 3568218.8 3566285.2 3562645.
 3565543.8 3566723.8 3565033.2 3570466.8 3567547.8 3566873.2 3566003.8
 3570644.8]",53547648.0,97943,1,825,-674.5,-869.5,4641.0,5510.5,3570644.8,3562645.0,3565543.8,3566285.2,3569843.2,12.715,0.3115669,-0.8126222292582194,-4.666141510009766,-4.656478
"[-101825.5   -99775.75 -100538.75  -95105.25  -98024.25  -97829.
  -98698.5   -93129.75  -95458.5   -92172.25  -32543.5   -27765.75
  -22261.5   -15014.     -6700.5 ]",-71789.51666666666,1.0,3573397.2,"[3055.3003 3156.0981 3195.1084 3177.3767 3181.     3154.9277 3201.899
 3224.9568 2884.6216 2673.3228 2662.6318 2634.4092 2549.89   2579.576
 2575.7834]",2927.1267,29.686035,-3.7924805,"[0.35729602 0.35729602 0.35729602 0.35729602 0.3634276  0.3634276
 0.3634276  0.3634276  0.3634276  0.3634276  0.3634276  0.3634276
 0.3634276  0.3634276  0.3634276 ]",0.36179253,"[1.0997503 1.0997503 1.0997503 1.0997503 1.1230869 1.1230869 1.1230869
 1.1230869 1.1230869 1.1230869 1.1230869 1.1230869 1.1230869 1.1230869
 1.1230869]",1.1168637,"[3565543.8 3566723.8 3565033.2 3570466.8 3567547.8 3566873.2 3566003.8
 3570644.8 3567446.5 3570732.8 3573543.5 3578321.2 3583825.5 3589971.5
 3598285. ]",53600963.0,97943,1,826,5504.25,6146.0,8313.5,2167.5,3598285.0,3566003.8,3570644.8,3566873.2,3573397.2,12.722,6.7947826,3.198842684427897,0.6969387531280518,-3.306252
"[-98698.5  -93129.75 -95458.5  -92172.25 -32543.5  -27765.75 -22261.5
 -15014.    -6700.5  -12449.    -1766.    -8649.   -14112.5   -6127.75
  -4255.5 ]",-35406.933333333334,2.0,7168974.0,"[3201.899  3224.9568 2884.6216 2673.3228 2662.6318 2634.4092 2549.89
 2579.576  2575.7834 2516.9167 2398.5896 2318.1648 2228.8452 2092.945
 1741.3572]",2552.2605,-135.90015,-351.5879,"[0.3634276 0.3634276 0.3634276 0.3634276 0.3634276 0.3634276 0.3634276
 0.3634276 0.3634276 0.3634276 0.3634276 0.3524482 0.3524482 0.3524482
 0.3524482]",0.36049974,"[1.1230869 1.1230869 1.1230869 1.1230869 1.1230869 1.1230869 1.1230869
 1.1230869 1.1230869 1.1230869 1.1230869 1.0226402 1.0226402 1.0226402
 1.0226402]",1.0963012,"[3566003.8 3570644.8 3567446.5 3570732.8 3573543.5 3578321.2 3583825.5
 3589971.5 3598285.  3591434.8 3601074.2 3594191.2 3588727.8 3595611.
 3597483.2]",53767296.75,97943,1,827,-5463.5,6883.25,1872.25,-5011.0,3597483.2,3583825.5,3589971.5,3578321.2,3584487.0,12.728,8.968398,5.84719721476237,5.763698577880859,2.0413294
"[3499198.5  3493650.5  3491690.75 3490793.   3489501.75 3484295.5
 3480284.   3480514.5  3487311.   3493477.5  3501302.75 3503693.
 3506453.25 3508633.5  3510276.75]",3494738.4166666665,3.0,10484215.0,"[1082.8782  1001.34515  962.6283  1022.6213  1049.444   1052.3854
 1047.8021   978.5054  1035.703   1059.0166  1011.33124  941.36755
  925.3721   868.9333   845.51886]",992.3234,-56.43878,-23.414429,"[0.36603907 0.36603907 0.36603907 0.36603907 0.36603907 0.36603907
 0.36603907 0.36603907 0.36603907 0.36603907 0.36603907 0.358632
 0.358632   0.358632   0.358632  ]",0.36406386,"[1.1485801 1.1485801 1.1485801 1.1485801 1.1485801 1.1485801 1.1485801
 1.1485801 1.1485801 1.1485801 1.1485801 1.1621805 1.1621805 1.1621805
 1.1621805]",1.1522069,"[3499198.5 3493650.5 3491690.8 3490793.  3489501.8 3484295.5 3480284.
 3480514.5 3487311.  3493477.5 3501302.8 3503693.  3506453.2 3508633.5
 3510276.8]",52421076.25,97943,1,828,2760.25,2180.25,1643.25,-537.0,3510276.8,3480284.0,3480514.5,3484295.5,3494738.2,12.784,2.01368,1.429648717244466,-4.149893283843994,-4.9717093
